model,features,feature_count,rows,unsafe_rows,safe_rows,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc,mean_fold_balanced_accuracy,mean_fold_roc_auc,safe_mean,unsafe_mean,standardized_difference_unsafe_minus_safe
context_plus_action_support,context_support_distance|action_support_distance,2,8418,1812,6606,0.4798194196325636,0.41997792494481234,0.20015781167806418,0.5396609143203148,0.468066357495594,0.48376483209057997,0.4783233017378123,,,
context_loss_action_support,context_support_distance|predicted_action_loss|action_support_distance,3,8418,1812,6606,0.47274577797025785,0.4144591611479029,0.19511561444531048,0.5310323947926128,0.46502995136537195,0.4767992958391426,0.4701444784034557,,,
context_support_only,context_support_distance,1,8418,1812,6606,0.4715069383041305,0.8013245033112583,0.2038753159224937,0.14168937329700274,0.41856765773839955,0.4666515432389185,0.41444657334095764,,,
action_support_only,action_support_distance,1,8418,1812,6606,0.455463676408964,0.7389624724061811,0.1966514906741078,0.1719648804117469,0.42654471919634235,0.44961745235060296,0.41817823483106153,,,
context_plus_loss,context_support_distance|predicted_action_loss,2,8418,1812,6606,0.45389225728968047,0.6186534216335541,0.19271101942582086,0.28913109294580686,0.4041734251890883,0.45200039124603375,0.4090894926339657,,,
predicted_loss_only,predicted_action_loss,1,8418,1812,6606,0.453176221496412,0.37637969094922735,0.18008978082915236,0.5299727520435967,0.444480367369553,0.4575419674477977,0.45402919243844997,,,
diagnostic_context_support_distance,context_support_distance,1,8418,1812,6606,,,,,,,,2.990323221998659,2.8712974550819115,-0.022726414738203752
diagnostic_action_support_distance,action_support_distance,1,8418,1812,6606,,,,,,,,3.5655755441899104,3.4669847012922186,-0.018998234716052248
diagnostic_action_support_minus_context,action_support_minus_context,1,8418,1812,6606,,,,,,,,0.5752523221912513,0.5956872462103068,0.048537581920643946
diagnostic_predicted_action_loss,predicted_action_loss,1,8418,1812,6606,,,,,,,,0.12979715432535957,0.12948740991169627,-0.006477760678432458
diagnostic_predicted_relative_loss,predicted_relative_loss,1,8418,1812,6606,,,,,,,,0.011194517371155037,0.00899628185615197,-0.14768015536178944
