generation_seed,test_index,outcome,primary_action,expanded_action,true_responsive_action,action_step,safety_score,downside_score,support_distance,predicted_under_risk,predicted_loss_k1,predicted_loss_k2,predicted_loss_k3,predicted_loss_k1_minus_k2,predicted_loss_k1_minus_k3,predicted_loss_k2_minus_k3,predicted_primary_regret,predicted_expanded_regret,predicted_regret_margin,primary_regret,expanded_regret,incremental_regret,context_benefit_probability,context_release_probability,context_anchor_age,context_trigger_score,context_feature_distance,context_current_mismatch_indicator,context_current_parameter_estimate,expanded_action_reconstructed,context_support_distance,action_support_distance,epistemic_excess,predicted_action_loss,predicted_relative_loss,harmful_target
44003,37,harmful,3,1,3,2,0.8796726190476192,0.002655206481109285,1.8683920252077457,0.02545959046772081,0.16007723765101778,0.19422927771680298,0.19341906926205324,-0.034152040065785205,-0.03334183161103546,0.0008102084547497446,0.005542525333783695,0.012094483223440665,0.00655195788965697,0.0,0.072347899417334,0.072347899417334,0.6318831724919813,0.406783921967389,5.0,6.520510802879969,1.535201204366009,0.061870846002411245,0.916537342730825,1,1.0093497068908963,1.2233494154401956,0.21399970854929928,0.16007723765101778,0.0,1
44003,43,harmful,3,2,3,1,0.8922767857142856,0.0004923077810340442,2.4740514835917975,0.023961962382952576,0.1019490196285554,0.10052378144711799,0.1051497937371976,0.001425238181437416,-0.003200774108642196,-0.004626012290079612,0.00170506608839587,0.002921480872787372,0.0012164147843915021,0.0,0.04306249370722756,0.04306249370722756,0.564955018793059,0.6439061213077013,35.0,4.768788219378924,0.7183724140051255,0.565179884572725,0.923620540762804,2,1.8155324215130555,2.3601150438929617,0.5445826223799062,0.10052378144711799,0.0,1
44003,53,beneficial,3,2,2,1,0.9523720238095238,0.005451204528619298,2.49275799169117,0.03175041216393267,0.11850418139918922,0.08642084460677013,0.08894033865895687,0.03208333679241909,0.029563842740232354,-0.002519494052186738,0.002130800560499898,0.006162069210529083,0.004031268650029184,0.0,0.0,0.0,0.5511537064554838,0.6630030260621778,45.0,7.045171433748348,0.4890386037862158,0.3327439467095681,0.9224154399139832,2,1.9331002991065638,2.2971185180613105,0.36401821895474673,0.08642084460677013,0.0,0
44003,59,beneficial,3,2,2,1,0.8081220238095237,8.917032440511334e-05,2.255886313675293,0.02454518472562763,0.08052117080443633,0.08101506767427213,0.092209864660818,-0.0004938968698358082,-0.011688693856381674,-0.011194796986545866,0.0009590937824775693,0.0033177828520514043,0.002358689069573835,0.0,0.0,0.0,0.642980276134398,0.5184786111394774,38.0,6.361122938861032,0.6915540784807667,0.22184808434997733,0.9254053836149294,2,1.6491391908700685,2.2343209986784984,0.5851818078084299,0.08101506767427213,0.0004938968698358082,0
44004,4,beneficial,3,2,2,1,0.9094374999999997,0.00012425965794365804,1.5883209768480004,0.03520169007340748,0.12463296115771884,0.11338188220501277,0.1155725895308919,0.011251078952706065,0.009060371626826935,-0.0021907073258791293,3.966707364925856e-05,0.006559189955680654,0.006519522882031396,0.0,0.0,0.0,0.6757017831981998,0.47695458264595125,30.0,4.912692563952169,0.8968154843212621,0.39183085443051147,0.9243225843361633,2,1.2667872724506335,1.453422657364581,0.1866353849139475,0.11338188220501277,0.0,0
44004,7,beneficial,3,2,2,1,0.8994523809523806,0.0,2.2353338311428437,0.05163742995530712,0.12471006392588707,0.11019845793569917,0.11415927161281818,0.0145116059901879,0.010550792313068894,-0.003960813677119007,1.5292809607905407e-05,0.008948898006079752,0.008933605196471846,0.0,0.0,0.0,0.6832248493824817,0.5043355496965872,32.0,8.148622816496854,0.7423967050897616,0.03732684545589215,0.9243381068176053,2,1.625328611828614,1.8794940936383129,0.2541654818096988,0.11019845793569917,0.0,0
44004,8,harmful,3,1,3,2,0.7683630952380952,0.012475900202512366,1.854451501700143,0.0366718240623487,0.11743457562531139,0.15949531725779836,0.15761691878938125,-0.04206074163248698,-0.040182343164069864,0.001878398468417114,0.00016941569304478523,0.0007741704373957895,0.0006047547443510043,0.0,0.05111366543868609,0.05111366543868609,0.7029581083714989,0.3820205755288852,20.0,5.09200706575872,1.0338854872651193,0.04331431148233018,0.9202543015684178,1,1.187503070128167,1.7607690823710311,0.5732660122428641,0.11743457562531139,0.0,1
44004,16,beneficial,3,2,2,1,0.95265625,0.0,2.157482558704717,0.029120521007991156,0.14396785787290084,0.11597687168048154,0.1178777971167118,0.027990986192419298,0.02609006075618904,-0.001900925436230258,0.0,0.0005014103247409743,0.0005014103247409743,0.0,0.0,0.0,0.7708388900929074,0.3079486572197615,23.0,8.861221010077193,1.1352981109622844,0.21967958517753605,0.9228339308318991,2,1.6626132125145563,1.9949653258203857,0.33235211330582937,0.11597687168048154,0.0,0
44004,18,beneficial,3,2,2,1,0.6233601190476192,0.00018673081818799383,2.2616913239733902,0.042193925123077194,0.09461754991097855,0.0732521195282047,0.0734748522194387,0.021365430382773845,0.021142697691539855,-0.00022273269123398998,1.9888599299921284e-05,0.018021522469782704,0.018001633870482783,0.0,0.0,0.0,0.5957714759248279,0.43987163604373136,53.0,8.861221010077193,0.6360654692585265,0.12502268252673449,0.9156246840625821,2,2.063506090849917,2.3427852128940425,0.2792791220441253,0.0732521195282047,0.0,0
44004,22,harmful,3,2,3,1,0.7461537698412699,0.0,2.1727001187799835,0.04973717500750239,0.16595448061924076,0.16542519012598952,0.1669055004847593,0.0005292904932512332,-0.0009510198655185431,-0.0014803103587697763,0.0,0.0326673008745776,0.0326673008745776,0.0,0.08588736738313907,0.08588736738313907,0.6721137580887373,0.4872073700686263,21.0,6.49123797439421,0.8457780606580698,0.2952545676721676,0.9206813980601712,2,1.288582557172788,1.7392421661689361,0.4506596089961481,0.16542519012598952,0.0,1
