trial,unsafe_recall,unsafe_precision,balanced_accuracy,true_positives,alert_coverage
77,0.637628111273792,0.24234835837506957,0.6452418985741729,871,0.390228013029316
78,0.6259150805270863,0.2378964941569282,0.6383654953884794,855,0.390228013029316
79,0.6273792093704246,0.2384529771841959,0.6392250457866911,857,0.390228013029316
80,0.623718887262079,0.2370617696160267,0.6370761697911619,852,0.390228013029316
81,0.6317715959004392,0.2401224262659989,0.6418036969813261,863,0.390228013029316
82,0.6354319180087847,0.24151363383416805,0.6439525729768554,868,0.390228013029316
83,0.6310395314787701,0.23984418475236505,0.6413739217822203,862,0.390228013029316
84,0.6332357247437774,0.24067890929326655,0.642663247379538,865,0.390228013029316
85,0.6317715959004392,0.2401224262659989,0.6418036969813261,863,0.390228013029316
86,0.6398243045387995,0.24318308291597107,0.6465312241714904,874,0.390228013029316
87,0.6303074670571011,0.2395659432387312,0.6409441465831145,861,0.390228013029316
88,0.6295754026354319,0.2392877017250974,0.6405143713840087,860,0.390228013029316
89,0.6310395314787701,0.23984418475236505,0.6413739217822203,862,0.390228013029316
90,0.6398243045387995,0.24318308291597107,0.6465312241714904,874,0.390228013029316
91,0.636896046852123,0.24207011686143573,0.6448121233750671,870,0.390228013029316
92,0.6325036603221084,0.24040066777963273,0.642233472180432,864,0.390228013029316
93,0.636896046852123,0.24207011686143573,0.6448121233750671,870,0.390228013029316
94,0.6317715959004392,0.2401224262659989,0.6418036969813261,863,0.390228013029316
95,0.6332357247437774,0.24067890929326655,0.642663247379538,865,0.390228013029316
96,0.6303074670571011,0.2395659432387312,0.6409441465831145,861,0.390228013029316
97,0.6317715959004392,0.2401224262659989,0.6418036969813261,863,0.390228013029316
98,0.637628111273792,0.24234835837506957,0.6452418985741729,871,0.390228013029316
99,0.6295754026354319,0.2392877017250974,0.6405143713840087,860,0.390228013029316
100,0.6398243045387995,0.24318308291597107,0.6465312241714904,874,0.390228013029316
101,0.6332357247437774,0.24067890929326655,0.642663247379538,865,0.390228013029316
102,0.6332357247437774,0.24067890929326655,0.642663247379538,865,0.390228013029316
103,0.6420204978038068,0.24401780745687257,0.6478205497688081,877,0.390228013029316
104,0.6361639824304539,0.2417918753478019,0.6443823481759613,869,0.390228013029316
105,0.6303074670571011,0.2395659432387312,0.6409441465831145,861,0.390228013029316
106,0.6390922401171303,0.24290484140233723,0.6461014489723846,873,0.390228013029316
107,0.6303074670571011,0.2395659432387312,0.6409441465831145,861,0.390228013029316
108,0.6325036603221084,0.24040066777963273,0.642233472180432,864,0.390228013029316
109,0.6398243045387995,0.24318308291597107,0.6465312241714904,874,0.390228013029316
110,0.6266471449487555,0.23817473567056205,0.6387952705875852,856,0.390228013029316
111,0.6215226939970717,0.2362270450751252,0.6357868441938443,849,0.390228013029316
112,0.62298682284041,0.23678352810239287,0.6366463945920561,851,0.390228013029316
113,0.6361639824304539,0.2417918753478019,0.6443823481759613,869,0.390228013029316
114,0.6259150805270863,0.2378964941569282,0.6383654953884794,855,0.390228013029316
115,0.6332357247437774,0.24067890929326655,0.642663247379538,865,0.390228013029316
116,0.6259150805270863,0.2378964941569282,0.6383654953884794,855,0.390228013029316
117,0.6442166910688141,0.24485253199777407,0.6491098753661255,880,0.390228013029316
118,0.6266471449487555,0.23817473567056205,0.6387952705875852,856,0.390228013029316
119,0.6317715959004392,0.2401224262659989,0.6418036969813261,863,0.390228013029316
120,0.6398243045387995,0.24318308291597107,0.6465312241714904,874,0.390228013029316
