target_rows,target_contexts,target_exclusion_count,clean_auc,poison_auc,clean_ap,poison_ap,clean_excluded_unsafe_recall,poison_excluded_unsafe_recall,clean_unsafe_score_mean,poison_unsafe_score_mean,clean_safe_score_mean,poison_safe_score_mean,clean_unsafe_score_median,poison_unsafe_score_median,clean_safe_score_median,poison_safe_score_median,topn_jaccard,both_excluded,clean_only_excluded,poison_only_excluded,clean_only_unsafe_prevalence,poison_only_unsafe_prevalence,clean_total_regret,poison_total_regret,changed_contexts,mean_poison_minus_clean_regret_on_changed,transition_same,transition_safe_to_unsafe,transition_unsafe_to_safe,transition_unsafe_to_unsafe,transition_safe_to_safe_changed,diagnostic_pattern
8397,2799,3276,0.8337728316068767,0.8314166530098459,0.4106927137755156,0.4112228623253216,0.8199018920812894,0.8192011212333566,0.5724874292324563,0.633261483312022,0.3256116260799,0.36548206372911196,0.6535383413388175,0.7378817305996377,0.24454242828430475,0.32897378886912276,0.9242290748898678,3147,129,129,0.18604651162790697,0.17829457364341086,11.520736473763462,10.620494866629736,220,-0.004092007305153298,2579,22,41,2,155,mixed
