model,features,feature_count,rows,unsafe_rows,safe_rows,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc,mean_fold_balanced_accuracy,mean_fold_roc_auc,safe_mean,unsafe_mean,standardized_difference_unsafe_minus_safe
context_plus_loss,context_support_distance|predicted_action_loss,2,8436,1958,6478,0.5732067615668464,0.3534218590398366,0.34038366945400883,0.7929916640938561,0.6108719982869655,0.5744057077041583,0.6154071766113904,,,
context_loss_action_support,context_support_distance|predicted_action_loss|action_support_distance,3,8436,1958,6478,0.5679695021824476,0.3983656792645557,0.31451612903225806,0.7375733251003396,0.6099577701663933,0.5689274343072231,0.6196744251939343,,,
action_support_only,action_support_distance,1,8436,1958,6478,0.5551756696113915,0.25638406537282943,0.34668508287292815,0.8539672738499536,0.5966260125809647,0.5570439649150056,0.6001583101609919,,,
context_plus_action_support,context_support_distance|action_support_distance,2,8436,1958,6478,0.5541524058327691,0.28907048008171604,0.3258491652274036,0.8192343315838222,0.5901750120861651,0.5569671621772782,0.5952719514828497,,,
context_support_only,context_support_distance,1,8436,1958,6478,0.5516277927871532,0.22829417773237998,0.3556085918854415,0.8749614078419266,0.5978958088995172,0.553984500356474,0.6024661977893286,,,
predicted_loss_only,predicted_action_loss,1,8436,1958,6478,0.533606082786368,0.5602655771195098,0.25565136331857374,0.5069465884532263,0.5238111644314488,0.5290170194826844,0.5209315054612395,,,
diagnostic_context_support_distance,context_support_distance,1,8436,1958,6478,,,,,,,,2.564821590171134,3.7881121238943827,0.37096243926725275
diagnostic_action_support_distance,action_support_distance,1,8436,1958,6478,,,,,,,,3.1269755043977012,4.359961406577071,0.38068152306685
diagnostic_action_support_minus_context,action_support_minus_context,1,8436,1958,6478,,,,,,,,0.5621539142265672,0.5718492826826878,0.0210041402049213
diagnostic_predicted_action_loss,predicted_action_loss,1,8436,1958,6478,,,,,,,,0.1598786117046772,0.1572113247807054,-0.050658103235332486
diagnostic_predicted_relative_loss,predicted_relative_loss,1,8436,1958,6478,,,,,,,,0.01833921100933493,0.01715823331116786,-0.041542867663948296
