condition,true_class,seed,policy,selected_action,parameter_learning_scale,process_uncertainty_scale,allow_commitment,allow_structural_intervention,reference_p_pass,reference_p_fail_A,reference_p_fail_C,reference_p_fail_S,post_event_state_rmse,post_event_parameter_rmse,final_parameter_error,cumulative_abs_parameter_update,mean_post_event_nis,recovered,recovery_time
process_disturbance_2.70,process_disturbance,38104,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.38720016574512467,0.009566321478964185,0.0013435589553727478,0.6663961135170438,1.5857483928939264,True,0
process_disturbance_2.70,process_disturbance,38104,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.38720016574512467,0.009566321478964185,0.0013435589553727478,0.6663961135170438,1.5857483928939264,True,0
process_disturbance_2.70,process_disturbance,38104,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.36830604552034796,0.008669225437663764,0.001865538389844601,0.6275165000476157,1.4201078299164,True,0
process_disturbance_2.70,process_disturbance,38105,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4252522080927393,0.009664583985300974,0.00226479967525528,0.7174824384229089,1.2394757550720448,True,0
process_disturbance_2.70,process_disturbance,38105,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4252522080927393,0.009664583985300974,0.00226479967525528,0.7174824384229089,1.2394757550720448,True,0
process_disturbance_2.70,process_disturbance,38105,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.42193021132607017,0.00854210203080424,0.0026884147576325956,0.6704960617844921,1.1091313712374227,True,0
process_disturbance_2.70,process_disturbance,38106,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4022440292685418,0.009406014204998883,0.00023286595069527127,0.665329534462994,1.2987448037986977,True,0
process_disturbance_2.70,process_disturbance,38106,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4022440292685418,0.009406014204998883,0.00023286595069527127,0.665329534462994,1.2987448037986977,True,0
process_disturbance_2.70,process_disturbance,38106,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.39683122132483467,0.008633331973518347,0.0005093582320935264,0.6301296044140399,1.1965850229003974,True,0
process_disturbance_2.70,process_disturbance,38107,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.3887910091058377,0.009031059153119447,0.0032760417893209492,0.6308902546042032,1.4584871546869218,True,0
process_disturbance_2.70,process_disturbance,38107,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.3887910091058377,0.009031059153119447,0.0032760417893209492,0.6308902546042032,1.4584871546869218,True,0
process_disturbance_2.70,process_disturbance,38107,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.3914948536386959,0.008431436728014177,0.002958857076351795,0.5967322256360297,1.3411401638706777,True,0
process_disturbance_2.70,process_disturbance,38108,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.40686544614542314,0.01063472949284069,0.0013712656299964543,0.6810729962420645,1.5157335907655227,True,0
process_disturbance_2.70,process_disturbance,38108,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.40686544614542314,0.01063472949284069,0.0013712656299964543,0.6810729962420645,1.5157335907655227,True,0
process_disturbance_2.70,process_disturbance,38108,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.39681187298015635,0.009872535128637226,0.002629686638441431,0.6381692491563864,1.3717131110335812,True,0
process_disturbance_2.70,process_disturbance,38109,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.39797922725388174,0.0115026706252235,0.002613170225859718,0.7116966557938044,1.7456315421581723,True,0
process_disturbance_2.70,process_disturbance,38109,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.39797922725388174,0.0115026706252235,0.002613170225859718,0.7116966557938044,1.7456315421581723,True,0
process_disturbance_2.70,process_disturbance,38109,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.3892681915840228,0.010604310019106956,0.0018212638014714067,0.6668055231469773,1.5905231081576725,True,0
process_disturbance_2.70,process_disturbance,38110,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.45397942245773054,0.008889819439361304,0.002681029430542159,0.6619792205835598,1.0031159287202753,True,0
process_disturbance_2.70,process_disturbance,38110,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.45397942245773054,0.008889819439361304,0.002681029430542159,0.6619792205835598,1.0031159287202753,True,0
process_disturbance_2.70,process_disturbance,38110,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4515073156723401,0.007971894745366914,0.0019651655330109596,0.6252301050170144,0.8825903760971305,True,0
process_disturbance_2.70,process_disturbance,38111,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.3750948649541996,0.010441066713204628,0.013431831069393274,0.6663049746927747,1.3261263571970248,True,0
process_disturbance_2.70,process_disturbance,38111,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.3750948649541996,0.010441066713204628,0.013431831069393274,0.6663049746927747,1.3261263571970248,True,0
process_disturbance_2.70,process_disturbance,38111,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.3763924601781013,0.009085381106715867,0.011749398973106007,0.6193612685240585,1.232964680369095,True,0
process_disturbance_2.70,process_disturbance,38112,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.2803029612238875,0.009477714144345785,0.0006579411132645596,0.6705151201400849,1.2927398796794258,True,0
process_disturbance_2.70,process_disturbance,38112,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.2803029612238875,0.009477714144345785,0.0006579411132645596,0.6705151201400849,1.2927398796794258,True,0
process_disturbance_2.70,process_disturbance,38112,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.2707262806741609,0.008759108898288492,0.0006007432695673831,0.632494969984724,1.1830144250875205,True,0
process_disturbance_2.70,process_disturbance,38113,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.3051164439074486,0.00865385061429739,0.004332506349563392,0.6342040723969888,1.0494104816610896,True,0
process_disturbance_2.70,process_disturbance,38113,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.3051164439074486,0.00865385061429739,0.004332506349563392,0.6342040723969888,1.0494104816610896,True,0
process_disturbance_2.70,process_disturbance,38113,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.28704034578971704,0.007544686633289416,0.0037407067206693956,0.6062419878110371,0.9243596541967584,True,0
process_disturbance_2.70,process_disturbance,38114,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.39969329267544046,0.010286322822812265,0.0004599271425677065,0.6938230630275863,1.4493151294503297,True,0
process_disturbance_2.70,process_disturbance,38114,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.39969329267544046,0.010286322822812265,0.0004599271425677065,0.6938230630275863,1.4493151294503297,True,0
process_disturbance_2.70,process_disturbance,38114,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.391887251595359,0.009516244647732283,0.0003411138321919305,0.6459017871448336,1.3400627802850773,True,0
process_disturbance_2.70,process_disturbance,38115,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.45281644012015937,0.007434814351725195,0.0021872587823450473,0.6275937793342342,1.2671560102915345,True,0
process_disturbance_2.70,process_disturbance,38115,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.45281644012015937,0.007434814351725195,0.0021872587823450473,0.6275937793342342,1.2671560102915345,True,0
process_disturbance_2.70,process_disturbance,38115,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4358683054300561,0.0066465944438822795,0.0020960493737169905,0.5912033748717767,1.1471776136200975,True,0
process_disturbance_2.70,process_disturbance,38116,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.30330781505997995,0.008102558594808185,0.006095036565693102,0.64864329850643,1.198226567121453,True,0
process_disturbance_2.70,process_disturbance,38116,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.30330781505997995,0.008102558594808185,0.006095036565693102,0.64864329850643,1.198226567121453,True,0
process_disturbance_2.70,process_disturbance,38116,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.29622316785716085,0.0071509605999423645,0.004851396434923272,0.6124492163768621,1.0881535834147062,True,0
process_disturbance_2.70,process_disturbance,38117,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4544985021969724,0.01086616890482412,0.0007514551974890926,0.7152644398243984,1.7647808940746716,True,0
process_disturbance_2.70,process_disturbance,38117,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4544985021969724,0.01086616890482412,0.0007514551974890926,0.7152644398243984,1.7647808940746716,True,0
process_disturbance_2.70,process_disturbance,38117,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.47401072145867473,0.010306389669555492,0.00024044763296859895,0.672031938004048,1.6099700304069033,True,0
process_disturbance_2.70,process_disturbance,38118,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.46473706061089803,0.009810135795442012,0.004828264612453226,0.6885176381923669,1.418268292486419,True,0
process_disturbance_2.70,process_disturbance,38118,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.46473706061089803,0.009810135795442012,0.004828264612453226,0.6885176381923669,1.418268292486419,True,0
process_disturbance_2.70,process_disturbance,38118,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4662549735184791,0.008953487831043517,0.004400925004649947,0.6448964877932217,1.2659899205200944,True,0
process_disturbance_2.70,process_disturbance,38119,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.49942584770121634,0.009423292474725708,0.004207442385325888,0.6761883440872452,1.4115982964985154,True,0
process_disturbance_2.70,process_disturbance,38119,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.49942584770121634,0.009423292474725708,0.004207442385325888,0.6761883440872452,1.4115982964985154,True,0
process_disturbance_2.70,process_disturbance,38119,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4824587965217267,0.008421530377477757,0.003908461527112994,0.6294614774211575,1.245469077036318,True,0
process_disturbance_2.70,process_disturbance,38120,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.45679771346343623,0.009842710075707467,0.0035403785120329267,0.6919669168595225,1.3022908542956673,True,0
process_disturbance_2.70,process_disturbance,38120,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.45679771346343623,0.009842710075707467,0.0035403785120329267,0.6919669168595225,1.3022908542956673,True,0
process_disturbance_2.70,process_disturbance,38120,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4465152760036322,0.008998356396118205,0.003943467707831716,0.6452195373226864,1.1902002097763118,True,0
process_disturbance_2.70,process_disturbance,38121,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4481219813256187,0.010754116994175611,0.0075002359533737906,0.7093122921494475,1.8330224716280241,True,0
process_disturbance_2.70,process_disturbance,38121,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4481219813256187,0.010754116994175611,0.0075002359533737906,0.7093122921494475,1.8330224716280241,True,0
process_disturbance_2.70,process_disturbance,38121,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4599397736507512,0.010206027919624026,0.006230490620822371,0.6701254498997821,1.727241393555008,True,0
process_disturbance_2.70,process_disturbance,38122,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.43569362802158007,0.008874953711341291,0.008853695307828646,0.6554775730939205,1.1835018024720945,True,0
process_disturbance_2.70,process_disturbance,38122,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.43569362802158007,0.008874953711341291,0.008853695307828646,0.6554775730939205,1.1835018024720945,True,0
process_disturbance_2.70,process_disturbance,38122,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4223620099944643,0.008014937859583385,0.008256820227755979,0.6126708935659264,1.078036256210442,True,0
process_disturbance_2.70,process_disturbance,38123,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4285088369423672,0.009461601901537999,0.0070128479687110445,0.6613803683824697,1.3472485328926247,True,0
process_disturbance_2.70,process_disturbance,38123,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4285088369423672,0.009461601901537999,0.0070128479687110445,0.6613803683824697,1.3472485328926247,True,0
process_disturbance_2.70,process_disturbance,38123,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.422674388034099,0.009016742992076839,0.007052834599950875,0.6244057940963725,1.234889034534019,True,0
process_disturbance_2.70,process_disturbance,38124,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4364712511576523,0.009764619062224034,0.01287358665991234,0.651245452171558,1.5964388999297587,True,0
process_disturbance_2.70,process_disturbance,38124,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4364712511576523,0.009764619062224034,0.01287358665991234,0.651245452171558,1.5964388999297587,True,0
process_disturbance_2.70,process_disturbance,38124,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.417234316744102,0.008879432579560316,0.010538482498595236,0.6123183549453636,1.4402631633733223,True,0
process_disturbance_2.70,process_disturbance,38125,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.46780962643171026,0.010841873043610659,0.0014888036285790607,0.7082077209462988,1.6472677969729497,True,0
process_disturbance_2.70,process_disturbance,38125,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.46780962643171026,0.010841873043610659,0.0014888036285790607,0.7082077209462988,1.6472677969729497,True,0
process_disturbance_2.70,process_disturbance,38125,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4534261704886669,0.01047064736949152,0.0008562669278989743,0.663328582161432,1.4628024625565856,True,0
process_disturbance_2.70,process_disturbance,38126,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.493292540261531,0.01009386869756016,0.004016933317305682,0.7070124313113949,1.3951583729066954,True,0
process_disturbance_2.70,process_disturbance,38126,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.493292540261531,0.01009386869756016,0.004016933317305682,0.7070124313113949,1.3951583729066954,True,0
process_disturbance_2.70,process_disturbance,38126,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.49128656559796413,0.009561082008520778,0.003846602221010742,0.6555250379515489,1.290443624937924,True,0
process_disturbance_2.70,process_disturbance,38127,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.41004451921959667,0.01011180932683926,0.009048491308435547,0.6783309948905595,1.6167491930165,True,0
process_disturbance_2.70,process_disturbance,38127,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.41004451921959667,0.01011180932683926,0.009048491308435547,0.6783309948905595,1.6167491930165,True,0
process_disturbance_2.70,process_disturbance,38127,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.41447913235565714,0.009264488035457194,0.00820855331786563,0.6335509552071897,1.46987747260816,True,0
process_disturbance_2.70,process_disturbance,38128,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.39484727711220535,0.0095039741894523,0.0018294980406931005,0.6923970416619402,1.5442986151838418,True,0
process_disturbance_2.70,process_disturbance,38128,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.39484727711220535,0.0095039741894523,0.0018294980406931005,0.6923970416619402,1.5442986151838418,True,0
process_disturbance_2.70,process_disturbance,38128,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.3976132127394672,0.008650316614250426,0.0012566806611877812,0.6483175506022022,1.4213230112416955,True,0
process_disturbance_2.70,process_disturbance,38129,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4642478459418499,0.009688001214119182,0.006316371764839235,0.6498312406067637,1.280215103916051,True,0
process_disturbance_2.70,process_disturbance,38129,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4642478459418499,0.009688001214119182,0.006316371764839235,0.6498312406067637,1.280215103916051,True,0
process_disturbance_2.70,process_disturbance,38129,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4615580364422235,0.009219823182915633,0.004932297400143448,0.6062626869747002,1.1743181355933043,True,0
process_disturbance_2.70,process_disturbance,38130,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.454830222271979,0.0119355766451287,0.004340191468047094,0.7231512601628576,2.032814586980567,True,0
process_disturbance_2.70,process_disturbance,38130,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.454830222271979,0.0119355766451287,0.004340191468047094,0.7231512601628576,2.032814586980567,True,0
process_disturbance_2.70,process_disturbance,38130,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.46406473609146964,0.011267224318409734,0.0033023643688571136,0.681172304732632,1.8692826559480145,True,0
process_disturbance_2.70,process_disturbance,38131,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4375949489766608,0.012493938684371797,0.0039013062820209,0.6585593567010718,1.55100570811764,True,0
process_disturbance_2.70,process_disturbance,38131,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4375949489766608,0.012493938684371797,0.0039013062820209,0.6585593567010718,1.55100570811764,True,0
process_disturbance_2.70,process_disturbance,38131,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.43921093113942977,0.011763532898787192,0.003004446407405603,0.620619558083902,1.446668028067667,True,0
process_disturbance_2.70,process_disturbance,38132,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.525787377014814,0.00978379661170732,0.0007341403366737387,0.6303342363030086,1.2415640924748756,True,0
process_disturbance_2.70,process_disturbance,38132,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.525787377014814,0.00978379661170732,0.0007341403366737387,0.6303342363030086,1.2415640924748756,True,0
process_disturbance_2.70,process_disturbance,38132,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.5197883039453887,0.009261761655266272,0.0003887972809769602,0.599161337646253,1.16385674645828,True,0
process_disturbance_2.70,process_disturbance,38133,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.3940876589788848,0.008711550987858335,0.00951469344089706,0.6496269856827795,1.0671451668811887,True,0
process_disturbance_2.70,process_disturbance,38133,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.3940876589788848,0.008711550987858335,0.00951469344089706,0.6496269856827795,1.0671451668811887,True,0
process_disturbance_2.70,process_disturbance,38133,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.38004253608240746,0.007940419623776207,0.008871554870873433,0.6049393283371448,0.9912450701626477,True,0
process_disturbance_2.70,process_disturbance,38134,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.42220597322372166,0.011964906687766326,0.0001559827657301449,0.6863508802841177,2.069249137218653,True,0
process_disturbance_2.70,process_disturbance,38134,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.42220597322372166,0.011964906687766326,0.0001559827657301449,0.6863508802841177,2.069249137218653,True,0
process_disturbance_2.70,process_disturbance,38134,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4148071693234184,0.011380953704282592,0.0006805794131675702,0.6446968834069577,1.9701352404804993,True,0
process_disturbance_2.70,process_disturbance,38135,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.46665910135684735,0.012156989628911657,0.004259892912560348,0.6758540482861654,1.271051014007995,True,0
process_disturbance_2.70,process_disturbance,38135,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.46665910135684735,0.012156989628911657,0.004259892912560348,0.6758540482861654,1.271051014007995,True,0
process_disturbance_2.70,process_disturbance,38135,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4532048345299011,0.01110406359340246,0.002886942585004104,0.630977585433639,1.1448770228178118,True,0
process_disturbance_2.70,process_disturbance,38136,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.35873572472558546,0.010831178777521915,0.010256877989709423,0.6564815734528182,1.446027662364015,True,0
process_disturbance_2.70,process_disturbance,38136,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.35873572472558546,0.010831178777521915,0.010256877989709423,0.6564815734528182,1.446027662364015,True,0
process_disturbance_2.70,process_disturbance,38136,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.3507977285401962,0.010207617247713307,0.008232500343436144,0.6179763473280578,1.325408367002967,True,0
process_disturbance_2.70,process_disturbance,38137,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.3814502222234854,0.009379480299997814,0.00456900557733364,0.708183819458827,1.2772611186521092,True,0
process_disturbance_2.70,process_disturbance,38137,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.3814502222234854,0.009379480299997814,0.00456900557733364,0.708183819458827,1.2772611186521092,True,0
process_disturbance_2.70,process_disturbance,38137,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.38735949116919205,0.008782075188756967,0.0028523313539189354,0.6667088557385601,1.1852219622097355,True,0
process_disturbance_2.70,process_disturbance,38138,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.37210342699955173,0.009467483700856016,0.0007219472327854026,0.6665283938817141,1.2259703674041964,True,0
process_disturbance_2.70,process_disturbance,38138,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.37210342699955173,0.009467483700856016,0.0007219472327854026,0.6665283938817141,1.2259703674041964,True,0
process_disturbance_2.70,process_disturbance,38138,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.3634014039483667,0.008791066136577324,0.001078381651125504,0.6278771576736629,1.0845541227496371,True,0
process_disturbance_2.70,process_disturbance,38139,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.46061448620443235,0.010381692120652502,0.003535071150817637,0.6579769554380326,1.3771059838766373,True,0
process_disturbance_2.70,process_disturbance,38139,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.46061448620443235,0.010381692120652502,0.003535071150817637,0.6579769554380326,1.3771059838766373,True,0
process_disturbance_2.70,process_disturbance,38139,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4582688442868159,0.00977764703310255,0.00306747658229789,0.6262330319494218,1.3087388405233302,True,0
process_disturbance_2.70,process_disturbance,38140,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.3555523830818492,0.008583258624581015,0.0009242702916325563,0.6805030464091665,1.2661129082788345,True,0
process_disturbance_2.70,process_disturbance,38140,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.3555523830818492,0.008583258624581015,0.0009242702916325563,0.6805030464091665,1.2661129082788345,True,0
process_disturbance_2.70,process_disturbance,38140,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.33820341070491977,0.0077797685249945394,0.0011021947463257797,0.6351749590734991,1.1132531123584999,True,0
process_disturbance_2.70,process_disturbance,38141,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4190966783697118,0.010408115759475926,0.002485612124543124,0.6767341545124212,1.3430231915294353,True,0
process_disturbance_2.70,process_disturbance,38141,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4190966783697118,0.010408115759475926,0.002485612124543124,0.6767341545124212,1.3430231915294353,True,0
process_disturbance_2.70,process_disturbance,38141,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4176273805419368,0.009966893732873542,0.0021860477516696397,0.6341010349535569,1.2529922984414987,True,0
process_disturbance_2.70,process_disturbance,38142,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4238861003579057,0.009200500254674195,0.003672226255950317,0.7015082032850658,1.499806890591796,True,0
process_disturbance_2.70,process_disturbance,38142,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4238861003579057,0.009200500254674195,0.003672226255950317,0.7015082032850658,1.499806890591796,True,0
process_disturbance_2.70,process_disturbance,38142,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.41478437773681737,0.00823993579088607,0.003399617171764402,0.6528972762237042,1.3407678480804213,True,0
process_disturbance_2.70,process_disturbance,38143,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.40380217994312556,0.00805650333611561,0.004969923050797687,0.6903438307769937,1.462371534976314,True,0
process_disturbance_2.70,process_disturbance,38143,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.40380217994312556,0.00805650333611561,0.004969923050797687,0.6903438307769937,1.462371534976314,True,0
process_disturbance_2.70,process_disturbance,38143,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4043338958879759,0.007342996317049817,0.004312127944955058,0.645105034113064,1.318570366663498,True,0
process_disturbance_2.70,process_disturbance,38144,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4260841065721049,0.008756654013977296,0.006010717578161073,0.6512448414103055,1.3643972096447716,True,0
process_disturbance_2.70,process_disturbance,38144,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.4260841065721049,0.008756654013977296,0.006010717578161073,0.6512448414103055,1.3643972096447716,True,0
process_disturbance_2.70,process_disturbance,38144,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.4242123266877324,0.00797787909439726,0.004759191872867108,0.6131102476034694,1.2666952530236224,True,0
process_disturbance_2.70,process_disturbance,38145,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.3478835098917851,0.007307304475871777,0.005526494584853769,0.6474118536931623,1.1326023957360087,True,0
process_disturbance_2.70,process_disturbance,38145,generic_uncertainty,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.3478835098917851,0.007307304475871777,0.005526494584853769,0.6474118536931623,1.1326023957360087,True,0
process_disturbance_2.70,process_disturbance,38145,failure_aware,accuracy_guard,0.9,1.75,False,False,0.54,0.46,0.06,0.06,0.32747915849642234,0.006433093791159945,0.0048032634826717935,0.6092493562777209,1.0323147528165388,True,0
process_disturbance_2.70,process_disturbance,38146,baseline,normal,1.0,1.0,True,True,0.54,0.46,0.06,0.06,0.5280409524924308,0.010697604568584127,0.00032546002943556473,0.729265318114143,1.703662778572292,True,0
