model,held_out_seed,test_rows,test_severe,test_nonsevere,balanced_accuracy,severe_recall,severe_precision,nonsevere_specificity,roc_auc
local_underestimate_fraction_only,44061,261,4,257,0.48638132295719844,0.0,0.0,0.9727626459143969,0.5573929961089494
local_underestimate_fraction_only,44062,261,7,254,0.6212035995500562,0.2857142857142857,0.15384615384615385,0.9566929133858267,0.8607986501687289
local_underestimate_fraction_only,44063,258,9,249,0.4959839357429719,0.0,0.0,0.9919678714859438,0.7663989290495313
local_underestimate_fraction_only,44064,255,10,245,0.5479591836734694,0.1,0.5,0.9959183673469387,0.7057142857142857
local_underestimate_fraction_only,44065,255,7,248,0.5673963133640553,0.14285714285714285,0.3333333333333333,0.9919354838709677,0.8015552995391706
local_underestimate_fraction_only,44066,252,8,244,0.4959016393442623,0.0,0.0,0.9918032786885246,0.8265881147540983
local_underestimate_fraction_only,44067,255,10,245,0.5479591836734694,0.1,0.5,0.9959183673469387,0.75
local_underestimate_fraction_only,44068,252,11,241,0.5371557902678235,0.09090909090909091,0.2,0.983402489626556,0.6872878159185214
local_underestimate_fraction_only,44069,234,13,221,0.6176470588235294,0.3076923076923077,0.2,0.9276018099547512,0.6698572920292377
local_underestimate_fraction_only,44070,240,11,229,0.5625248114331084,0.18181818181818182,0.13333333333333333,0.9432314410480349,0.7520841603811037
local_severe_fraction_only,44001,228,46,182,0.5406115623506927,0.10869565217391304,0.5,0.9725274725274725,0.6010511227902533
local_severe_fraction_only,44002,228,38,190,0.5394736842105263,0.15789473684210525,0.2857142857142857,0.9210526315789473,0.652770083102493
local_severe_fraction_only,44003,228,50,178,0.5925842696629213,0.32,0.4,0.8651685393258427,0.6775842696629213
local_severe_fraction_only,44004,231,55,176,0.5318181818181819,0.2,0.3142857142857143,0.8636363636363636,0.621642561983471
local_severe_fraction_only,44005,228,56,172,0.5786960132890365,0.26785714285714285,0.4411764705882353,0.8895348837209303,0.5946843853820598
local_severe_fraction_only,44006,237,60,177,0.5153954802259887,0.18333333333333332,0.2894736842105263,0.847457627118644,0.5951977401129943
local_severe_fraction_only,44007,237,67,170,0.5567164179104478,0.31343283582089554,0.38181818181818183,0.8,0.6035118525021949
local_severe_fraction_only,44008,234,71,163,0.5645035859327745,0.23943661971830985,0.4857142857142857,0.8895705521472392,0.608658083470146
local_severe_fraction_only,44009,237,60,177,0.611864406779661,0.4666666666666667,0.39436619718309857,0.7570621468926554,0.6306967984934087
local_severe_fraction_only,44010,228,63,165,0.6613275613275613,0.6984126984126984,0.41509433962264153,0.6242424242424243,0.6927368927368927
local_severe_fraction_only,44011,228,56,172,0.5992524916943521,0.7857142857142857,0.30344827586206896,0.4127906976744186,0.6669435215946844
local_severe_fraction_only,44012,237,52,185,0.5783264033264033,0.8269230769230769,0.25748502994011974,0.32972972972972975,0.6667359667359666
local_severe_fraction_only,44013,231,48,183,0.5706967213114754,0.7916666666666666,0.24203821656050956,0.34972677595628415,0.6662112932604736
local_severe_fraction_only,44014,252,45,207,0.6130434782608696,0.7333333333333333,0.2391304347826087,0.4927536231884058,0.6366612989801395
