bootstrap,unsafe_recall,safe_specificity,unsafe_precision,negative_predictive_value,alert_coverage,balanced_accuracy
133,0.8076923076923077,0.6854066985645934,0.31151832460732987,0.9528824833702882,0.3884745762711864,0.7465495031284506
134,0.8010878010878011,0.6864872103923932,0.3057532621589561,0.9524340393905611,0.385195339273475,0.7437875057400971
135,0.8253105590062112,0.6839350422762045,0.31100058513750733,0.9577147152790829,0.39112026547659917,0.7546228006412079
136,0.7898550724637681,0.6881720430107527,0.3196480938416422,0.9463955637707948,0.3866213151927438,0.7390135577372604
137,0.8217979315831344,0.6884204837184165,0.30937406409104523,0.9578868208309833,0.38565488565488565,0.7551092076507755
138,0.8150633855331841,0.6855216074869254,0.3235642391947898,0.9525721935360489,0.39247124433600555,0.7502924965100548
139,0.8185907046476761,0.6883980840872804,0.31799650553290626,0.955317577548006,0.3880225988700565,0.7534943943674783
140,0.8226788432267884,0.680588389808248,0.3077142043837176,0.9569713758079409,0.39348118279569894,0.7516336165175181
141,0.8036935704514364,0.694369247428262,0.3422662394407224,0.9470186450064612,0.387909604519774,0.7490314089398492
142,0.798719772403983,0.691088840736728,0.3299059929494712,0.9474563683624211,0.38725824800910125,0.7449043065703556
143,0.8306878306878307,0.6842942345924453,0.315713875323183,0.9584184147020605,0.39253495714930087,0.7574910326401381
144,0.8147590361445783,0.6870946393117141,0.3139872315728381,0.9547544601802465,0.38793200495328156,0.7509268377281462
145,0.8154080854309688,0.6827373777956341,0.31093659104130306,0.9546816479400749,0.39166097060833904,0.7490727316133015
146,0.820532319391635,0.6857953011072103,0.31679389312977096,0.9555973659454374,0.39055154225432864,0.7531638102494227
147,0.8203546646106399,0.6847411444141689,0.31497927767910006,0.9556949990492489,0.39110802361931224,0.7525479045124044
148,0.842057761732852,0.680730986294007,0.28195829555757024,0.9666094256821217,0.38701754385964915,0.7613943740134295
149,0.8005540166204986,0.6909340659340659,0.33940105695830886,0.9458443023693117,0.39041723979825765,0.7457440412772822
150,0.8099041533546326,0.6877353415814954,0.3039568345323741,0.9555306427503737,0.3839779005524862,0.748819747468064
151,0.8067846607669616,0.6868322649572649,0.3181157313172434,0.9515263644773359,0.38885119855269107,0.7468084628621132
152,0.7794520547945205,0.6931552127806088,0.33808674985145576,0.9398692810457516,0.38596491228070173,0.7363036337875646
153,0.797776233495483,0.6870594493948663,0.32790631248214797,0.9466739967014843,0.3908238446081715,0.7424178414451746
154,0.8036496350364963,0.6899646450911069,0.3256433007985803,0.9496537525734606,0.3875515818431912,0.7468071400638017
155,0.8045977011494253,0.6835953244659412,0.30837004405286345,0.9522740033688939,0.3892318244170096,0.7440965128076833
156,0.7943060498220641,0.6892002176278563,0.32813878271096736,0.9460418222554144,0.3883750142742948,0.7417531337249602
157,0.8241590214067278,0.6784907665736681,0.3081761006289308,0.9569046280682031,0.39592529711375213,0.751324893990198
158,0.8165137614678899,0.6859649122807018,0.314580265095729,0.9549126432462897,0.38942417985776556,0.7512393368742958
159,0.8048048048048048,0.6846081208687441,0.3143695014662757,0.9512652296157451,0.389937106918239,0.7447064628367744
160,0.7975291695264242,0.691545664269236,0.33828238719068415,0.9452791689853459,0.3891910265125765,0.74453741689783
161,0.8092566619915849,0.6874161524013952,0.3312284730195178,0.949592290585619,0.39234234234234233,0.74833640719649
