model,held_out_seed,test_rows,test_unsafe,test_safe,balanced_accuracy,unsafe_recall,unsafe_precision,safe_specificity,roc_auc
context_support_only,44591,180,35,145,0.4719211822660099,0.17142857142857143,0.15384615384615385,0.7724137931034483,0.5806896551724138
context_support_only,44592,186,38,148,0.4738620199146515,0.18421052631578946,0.16666666666666666,0.7635135135135135,0.5698790896159317
context_support_only,44593,183,37,146,0.4850055534987042,0.1891891891891892,0.1794871794871795,0.7808219178082192,0.5844131803035912
context_support_only,44594,180,34,146,0.4601128122481869,0.23529411764705882,0.14814814814814814,0.684931506849315,0.5846091861402095
context_support_only,44595,180,33,147,0.4397031539888683,0.15151515151515152,0.1111111111111111,0.7278911564625851,0.5528756957328386
context_support_only,44596,180,41,139,0.48526057203018075,0.24390243902439024,0.20833333333333334,0.7266187050359713,0.5818564660466748
context_support_only,44597,180,45,135,0.5,0.26666666666666666,0.25,0.7333333333333333,0.6108641975308643
context_support_only,44598,174,41,133,0.4623143223913442,0.0975609756097561,0.14814814814814814,0.8270676691729323,0.5949018888685127
context_support_only,44599,174,39,135,0.4877492877492877,0.20512820512820512,0.20512820512820512,0.7703703703703704,0.6245014245014245
context_support_only,44600,171,44,127,0.49946313528990693,0.22727272727272727,0.2564102564102564,0.7716535433070866,0.6277738010021474
context_support_only,44601,168,46,122,0.622416250890948,0.6956521739130435,0.367816091954023,0.5491803278688525,0.6619743406985031
context_support_only,44602,168,40,128,0.6453125,0.775,0.3333333333333333,0.515625,0.6939453124999999
context_support_only,44603,174,47,127,0.6786731445803317,0.8297872340425532,0.3939393939393939,0.5275590551181102,0.7223990618194002
context_support_only,44604,171,42,129,0.6461794019933554,0.5714285714285714,0.4,0.7209302325581395,0.717607973421927
context_support_only,44605,174,46,128,0.596297554347826,0.43478260869565216,0.39215686274509803,0.7578125,0.6905570652173914
context_support_only,44606,168,39,129,0.5658914728682171,0.3333333333333333,0.3333333333333333,0.7984496124031008,0.6821705426356589
context_support_only,44607,165,41,124,0.5327498033044846,0.12195121951219512,0.4166666666666667,0.9435483870967742,0.6799763965381589
context_support_only,44608,162,35,127,0.5577052868391451,0.2571428571428571,0.3333333333333333,0.8582677165354331,0.6373453318335207
context_support_only,44609,165,37,128,0.5278716216216216,0.24324324324324326,0.2727272727272727,0.8125,0.6418918918918919
context_support_only,44610,165,38,127,0.523932863655201,0.23684210526315788,0.2727272727272727,0.8110236220472441,0.6212184003315375
context_support_only,44611,165,42,123,0.5301974448315911,0.19047619047619047,0.3333333333333333,0.8699186991869918,0.6051103368176539
context_support_only,44612,168,50,118,0.4949152542372881,0.1,0.2777777777777778,0.8898305084745762,0.5559322033898304
context_support_only,44613,165,52,113,0.5178692988427501,0.11538461538461539,0.4,0.9203539823008849,0.5571817562968006
context_support_only,44614,174,52,122,0.4976355611601513,0.1346153846153846,0.2916666666666667,0.860655737704918,0.49763556116015134
context_support_only,44615,174,56,118,0.4763922518159806,0.07142857142857142,0.2222222222222222,0.8813559322033898,0.5177058111380145
context_support_only,44616,174,53,121,0.4485420240137221,0.16981132075471697,0.21428571428571427,0.7272727272727273,0.4141587400592547
context_support_only,44617,174,51,123,0.4385461501673841,0.13725490196078433,0.1794871794871795,0.7398373983739838,0.38785270205643235
context_support_only,44618,177,50,127,0.4600787401574803,0.18,0.21428571428571427,0.7401574803149606,0.4125984251968504
context_support_only,44619,180,51,129,0.4582763337893297,0.1568627450980392,0.20512820512820512,0.7596899224806202,0.5047879616963065
context_support_only,44620,183,48,135,0.5340277777777778,0.3125,0.3125,0.7555555555555555,0.6240740740740741
