seeds,poison_count,source_exclusion_coverage,primary_near_cutoff_fraction,mh_common_odds_ratio,mh_ci_p025,mh_ci_p975,cmh_two_sided_p,criterion1_cutoff_localization_pass,rho_net_unsafe_crossing_delta_unsafe,boot_rho_p025,boot_rho_p975,criterion2_composition_direction_pass,primary_cutoff_geometry_mechanism_support,total_membership_switches,fraction_switches_near_cutoff,mean_exclusion_jaccard,total_unsafe_to_safe,total_safe_to_unsafe,rho_net_unsafe_crossing_delta_regret,mean_delta_auc,mean_delta_ap,mean_delta_recall
40,328,0.3901789113056719,0.1,10.567476648997085,8.345536708045579,13.380992335632634,0.0,1,-0.8731789408092587,-0.9463615603179073,-0.7350180597401996,1,1,308,0.5032467532467533,0.9238228511679869,12,121,-0.43359783750963166,-0.040164153384444304,-0.06305421848013093,-0.044179608060077424
