seed,context_count,fingerprint
300,248,304f80f5f6351a4fae79a72dbe885bb821c645456b646088f97ebe2ecef5d933
301,248,9a6a90118973e78cb5e352b62150616cfda70aa703b9660061e2c7cf6a8bfba3
302,243,cdb98ce1c46437a38f159803043838cd16204a6d5b0042f4416ec532e9d784a4
303,252,ac23869ec00f13d52bf206df024e3d2cb483331778374a0276001683782d3810
304,254,031665a8c757a648cba8f0058fe3ba512e71825bf21d7d3958b315e61e61128d
305,250,75fffaab1dfd534633d78b25e9a8b8a0c5944e15df94419845661c29d64e008e
306,249,f673ed26e5f8007a80b912ce971743efe12e536ce642044da2a03a1330da5ab1
307,247,57c32fc726e130d4c40b8bfcc77a1e9a9bca1d6f0fa67ea92aa847ab62779d61
308,252,8985bbb24b9834a55ff37d65bb8a670461f88e2720f9ec3368ec40bcccbf6fd7
309,248,fd21e9f76d63b0af5828e658657883c94c5e1722265c20d9cf5521ac2c79eb9c
310,244,5eb10210df8656b7714a14930431da50b459659082a2ded30c690f8e7f881942
311,241,e05353b28a621de2d0cea6d80bd4387310b658de7765298a7f1716901e6361b4
312,247,1918c52984a00e98a6ebf8d4250c6fb355797b0b14f90eeb4348737cd98a3435
313,248,574d7ca0ae6fd6041bc055c6fb205c1d6614ecf4d300cf08c0610871faa13304
314,248,18679b833ce246088460f7b9d48af0185bc2c76232778de14e373c6a245f45c8
315,240,17e2315384cbc09aae561c42ada75e363620f3325af0ff6d7e1b337c2647b264
316,241,442a1db553d47b2645663b750abb5bf4c9eb936832156fea0f2722044103f59d
317,244,24f384fc9c7ff4f76e5a0f00c07b54281bbbd113a854e67d55a0390ab39f2b41
318,242,041621d52761989a2a4e53ad679370066896f2c38942344075aff19598d90328
319,237,7eba9576a0e9860eb52046a555a3f449477ff51536b7349bd2f5cebb1f1dbb01
320,251,8f68f091ceafedbd1a31ee908eb052140640b0f0e9966dd4d653060e49bd2158
321,259,94630725f3a361e7570516893399b5df62eb4abef647c984c26142ddbd6793d2
322,247,d61dd3140b83c10e5f605056d837f34dc1dfaf6edc708cdf2fcf6f73f6b4bcd3
323,250,e9d0a67589f605f2adcdfde654d5444b60c1154ae07d7ba6f6080ae35e8ee37c
324,238,254e4116795bb3751300ceee4689357ca68004c80d9587434d02fa03b78cd937
325,246,417cc32e7047f7cec7611f01431df9facc52a6bcc311b1db698bdeed6ea0098b
326,253,e5f849129dba374cd2db11908a6bb9c2ad37d5fe74312aa4f5ba10ca014125a9
327,255,3825791d3cee72b365a7c110d75044efa61de4bcedc01c6718c69b6ffdb113f0
328,256,adc28e40b31697e3c09dba92adb419d0eca6977efd3012464b2e817dae8ec258
329,255,a9ba1a01f3a6b59e4f6411cc1229411f3c3f98d8db91eee2e5e3d52b61878972
330,254,2a61031e3af0ced81ca8beb886f2d019c48f488fb380f3187824e0725e281b09
331,256,173db6b4ada1b9cc4a5242f8ba89f784f18d02710def13de791f436e262bcf59
332,245,ce818844ae5b0140a8d6f90260a4cb7e6342d993c98990dc50931f0577d4d5b9
333,239,fe41f404af5cf5cadb65508a30753bb589aa4cd45e42d98a15685a8989c91667
334,263,1e3f68227a0d64f42ca121a6824bcd8a5db64f6d3aaaa660fa1ee7cca25d437f
335,251,a54908c113a4d9308dddb6cd5efddcb8a142b1a8d6f8d7c9e9f8e76d746ddb77
336,254,ce2e8fe96a4283c71340427bf9552a955fc6a19e1bceefe5e0bcf93cdf8278d1
337,261,069c2464a31631d73624bb8c416ae7150357a8af6552eedc6deaa7f1540801fb
338,260,1930e69db7e5c268f29a3aae495078e02330afa3ef7bcc770b6dde48c139a69d
339,266,df8c9d04250a6f2a1c329be3a198c2fa38be448333e45aa12f578caae1440838
