condition,true_class,sequence_replicate,evidence_budget,policy,selected_action,reference_action,action_matches_reference,parameter_learning_scale,process_uncertainty_scale,allow_commitment,allow_structural_intervention,estimated_p_pass,estimated_p_fail_A,estimated_p_fail_C,estimated_p_fail_S,reference_p_pass,reference_p_fail_A,reference_p_fail_C,reference_p_fail_S,post_event_state_rmse,post_event_parameter_rmse,final_parameter_error,cumulative_abs_parameter_update,mean_post_event_nis,recovered,recovery_time
measurement_noise_0.850,measurement_noise,78,20,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.15,0.2,0.85,0.15,0.2,0.22,0.8,0.06,0.4858293980457197,0.010192894009714487,0.0009226622532350071,0.8784223015446467,1.203995416377577,True,0
measurement_noise_0.850,measurement_noise,78,20,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.15,0.2,0.85,0.15,0.2,0.22,0.8,0.06,0.4871291500112477,0.010113718885676741,0.0008444524642944318,0.8763332081822586,1.1876901358381544,True,0
measurement_noise_0.850,measurement_noise,78,20,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.15,0.2,0.85,0.15,0.2,0.22,0.8,0.06,0.4871291500112477,0.010113718885676741,0.0008444524642944318,0.8763332081822586,1.1876901358381544,True,0
measurement_noise_0.850,measurement_noise,79,5,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.0,0.2,1.0,0.0,0.2,0.22,0.8,0.06,0.46593877853224797,0.009416548297715514,0.0004164797128128894,0.9012808373585937,0.9167717501719904,True,0
measurement_noise_0.850,measurement_noise,79,5,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.0,0.2,1.0,0.0,0.2,0.22,0.8,0.06,0.4669183753319459,0.009335693854959927,0.00046610730286011925,0.9004121843539106,0.9072443925209027,True,0
measurement_noise_0.850,measurement_noise,79,5,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.0,0.2,1.0,0.0,0.2,0.22,0.8,0.06,0.4669183753319459,0.009335693854959927,0.00046610730286011925,0.9004121843539106,0.9072443925209027,True,0
measurement_noise_0.850,measurement_noise,79,10,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.1,0.4,0.9,0.0,0.2,0.22,0.8,0.06,0.46593877853224797,0.009416548297715514,0.0004164797128128894,0.9012808373585937,0.9167717501719904,True,0
measurement_noise_0.850,measurement_noise,79,10,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.1,0.4,0.9,0.0,0.2,0.22,0.8,0.06,0.4669183753319459,0.009335693854959927,0.00046610730286011925,0.9004121843539106,0.9072443925209027,True,0
measurement_noise_0.850,measurement_noise,79,10,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.1,0.4,0.9,0.0,0.2,0.22,0.8,0.06,0.4669183753319459,0.009335693854959927,0.00046610730286011925,0.9004121843539106,0.9072443925209027,True,0
measurement_noise_0.850,measurement_noise,79,20,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.15,0.2,0.85,0.0,0.2,0.22,0.8,0.06,0.46593877853224797,0.009416548297715514,0.0004164797128128894,0.9012808373585937,0.9167717501719904,True,0
measurement_noise_0.850,measurement_noise,79,20,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.15,0.2,0.85,0.0,0.2,0.22,0.8,0.06,0.4669183753319459,0.009335693854959927,0.00046610730286011925,0.9004121843539106,0.9072443925209027,True,0
measurement_noise_0.850,measurement_noise,79,20,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.15,0.2,0.85,0.0,0.2,0.22,0.8,0.06,0.4669183753319459,0.009335693854959927,0.00046610730286011925,0.9004121843539106,0.9072443925209027,True,0
measurement_noise_0.850,measurement_noise,80,5,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.0,0.0,1.0,0.0,0.2,0.22,0.8,0.06,0.48524041034880533,0.010472334589494365,0.014836505048224535,0.879622501625706,1.17304588566775,True,0
measurement_noise_0.850,measurement_noise,80,5,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.0,0.0,1.0,0.0,0.2,0.22,0.8,0.06,0.48420775667885824,0.01035286839119836,0.014952060204358242,0.8790850932779442,1.1612275541291694,True,0
measurement_noise_0.850,measurement_noise,80,5,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.0,0.0,1.0,0.0,0.2,0.22,0.8,0.06,0.48420775667885824,0.01035286839119836,0.014952060204358242,0.8790850932779442,1.1612275541291694,True,0
measurement_noise_0.850,measurement_noise,80,10,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.2,0.2,0.8,0.1,0.2,0.22,0.8,0.06,0.48524041034880533,0.010472334589494365,0.014836505048224535,0.879622501625706,1.17304588566775,True,0
measurement_noise_0.850,measurement_noise,80,10,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.2,0.8,0.1,0.2,0.22,0.8,0.06,0.48420775667885824,0.01035286839119836,0.014952060204358242,0.8790850932779442,1.1612275541291694,True,0
measurement_noise_0.850,measurement_noise,80,10,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.2,0.8,0.1,0.2,0.22,0.8,0.06,0.48420775667885824,0.01035286839119836,0.014952060204358242,0.8790850932779442,1.1612275541291694,True,0
measurement_noise_0.850,measurement_noise,80,20,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.2,0.2,0.8,0.05,0.2,0.22,0.8,0.06,0.48524041034880533,0.010472334589494365,0.014836505048224535,0.879622501625706,1.17304588566775,True,0
measurement_noise_0.850,measurement_noise,80,20,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.2,0.8,0.05,0.2,0.22,0.8,0.06,0.48420775667885824,0.01035286839119836,0.014952060204358242,0.8790850932779442,1.1612275541291694,True,0
measurement_noise_0.850,measurement_noise,80,20,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.2,0.8,0.05,0.2,0.22,0.8,0.06,0.48420775667885824,0.01035286839119836,0.014952060204358242,0.8790850932779442,1.1612275541291694,True,0
measurement_noise_0.850,measurement_noise,81,5,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.0,0.2,1.0,0.0,0.2,0.22,0.8,0.06,0.518548095744098,0.00905257121713981,0.0015570381683757128,0.9353828018374253,1.2396510344106726,True,0
measurement_noise_0.850,measurement_noise,81,5,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.0,0.2,1.0,0.0,0.2,0.22,0.8,0.06,0.5243462192698992,0.008954699190392141,0.0017765321881896279,0.933463921525798,1.2261447582504392,True,0
measurement_noise_0.850,measurement_noise,81,5,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.0,0.2,1.0,0.0,0.2,0.22,0.8,0.06,0.5243462192698992,0.008954699190392141,0.0017765321881896279,0.933463921525798,1.2261447582504392,True,0
measurement_noise_0.850,measurement_noise,81,10,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.1,0.2,0.9,0.0,0.2,0.22,0.8,0.06,0.518548095744098,0.00905257121713981,0.0015570381683757128,0.9353828018374253,1.2396510344106726,True,0
measurement_noise_0.850,measurement_noise,81,10,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.1,0.2,0.9,0.0,0.2,0.22,0.8,0.06,0.5243462192698992,0.008954699190392141,0.0017765321881896279,0.933463921525798,1.2261447582504392,True,0
measurement_noise_0.850,measurement_noise,81,10,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.1,0.2,0.9,0.0,0.2,0.22,0.8,0.06,0.5243462192698992,0.008954699190392141,0.0017765321881896279,0.933463921525798,1.2261447582504392,True,0
measurement_noise_0.850,measurement_noise,81,20,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.15,0.3,0.85,0.1,0.2,0.22,0.8,0.06,0.518548095744098,0.00905257121713981,0.0015570381683757128,0.9353828018374253,1.2396510344106726,True,0
measurement_noise_0.850,measurement_noise,81,20,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.15,0.3,0.85,0.1,0.2,0.22,0.8,0.06,0.5243462192698992,0.008954699190392141,0.0017765321881896279,0.933463921525798,1.2261447582504392,True,0
measurement_noise_0.850,measurement_noise,81,20,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.15,0.3,0.85,0.1,0.2,0.22,0.8,0.06,0.5243462192698992,0.008954699190392141,0.0017765321881896279,0.933463921525798,1.2261447582504392,True,0
measurement_noise_0.850,measurement_noise,82,5,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.6,0.2,0.4,0.2,0.2,0.22,0.8,0.06,0.34067868600558315,0.00868664464529988,0.017023342292349142,0.8667185992550447,1.0289926399215668,True,0
measurement_noise_0.850,measurement_noise,82,5,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.6,0.2,0.4,0.2,0.2,0.22,0.8,0.06,0.3427984054444423,0.008616027188710977,0.016799114772220403,0.8655685292938587,1.0201856824448425,True,0
measurement_noise_0.850,measurement_noise,82,5,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.6,0.2,0.4,0.2,0.2,0.22,0.8,0.06,0.3427984054444423,0.008616027188710977,0.016799114772220403,0.8655685292938587,1.0201856824448425,True,0
measurement_noise_0.850,measurement_noise,82,10,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.4,0.2,0.6,0.1,0.2,0.22,0.8,0.06,0.34067868600558315,0.00868664464529988,0.017023342292349142,0.8667185992550447,1.0289926399215668,True,0
measurement_noise_0.850,measurement_noise,82,10,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.4,0.2,0.6,0.1,0.2,0.22,0.8,0.06,0.3427984054444423,0.008616027188710977,0.016799114772220403,0.8655685292938587,1.0201856824448425,True,0
measurement_noise_0.850,measurement_noise,82,10,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.4,0.2,0.6,0.1,0.2,0.22,0.8,0.06,0.3427984054444423,0.008616027188710977,0.016799114772220403,0.8655685292938587,1.0201856824448425,True,0
measurement_noise_0.850,measurement_noise,82,20,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.2,0.3,0.8,0.05,0.2,0.22,0.8,0.06,0.34067868600558315,0.00868664464529988,0.017023342292349142,0.8667185992550447,1.0289926399215668,True,0
measurement_noise_0.850,measurement_noise,82,20,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.3,0.8,0.05,0.2,0.22,0.8,0.06,0.3427984054444423,0.008616027188710977,0.016799114772220403,0.8655685292938587,1.0201856824448425,True,0
measurement_noise_0.850,measurement_noise,82,20,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.3,0.8,0.05,0.2,0.22,0.8,0.06,0.3427984054444423,0.008616027188710977,0.016799114772220403,0.8655685292938587,1.0201856824448425,True,0
measurement_noise_0.850,measurement_noise,83,5,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.2,0.4,0.8,0.0,0.2,0.22,0.8,0.06,0.4367530445249345,0.00934037516966394,0.002115396440532047,0.909094333557909,1.4428466658734653,True,0
measurement_noise_0.850,measurement_noise,83,5,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.4,0.8,0.0,0.2,0.22,0.8,0.06,0.4425640150607437,0.009333032086856626,0.0025501354609878124,0.9075104045648377,1.4299075717749674,True,0
measurement_noise_0.850,measurement_noise,83,5,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.4,0.8,0.0,0.2,0.22,0.8,0.06,0.4425640150607437,0.009333032086856626,0.0025501354609878124,0.9075104045648377,1.4299075717749674,True,0
measurement_noise_0.850,measurement_noise,83,10,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.2,0.2,0.8,0.0,0.2,0.22,0.8,0.06,0.4367530445249345,0.00934037516966394,0.002115396440532047,0.909094333557909,1.4428466658734653,True,0
measurement_noise_0.850,measurement_noise,83,10,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.2,0.8,0.0,0.2,0.22,0.8,0.06,0.4425640150607437,0.009333032086856626,0.0025501354609878124,0.9075104045648377,1.4299075717749674,True,0
measurement_noise_0.850,measurement_noise,83,10,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.2,0.8,0.0,0.2,0.22,0.8,0.06,0.4425640150607437,0.009333032086856626,0.0025501354609878124,0.9075104045648377,1.4299075717749674,True,0
measurement_noise_0.850,measurement_noise,83,20,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.25,0.15,0.75,0.0,0.2,0.22,0.8,0.06,0.4367530445249345,0.00934037516966394,0.002115396440532047,0.909094333557909,1.4428466658734653,True,0
measurement_noise_0.850,measurement_noise,83,20,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.25,0.15,0.75,0.0,0.2,0.22,0.8,0.06,0.4425640150607437,0.009333032086856626,0.0025501354609878124,0.9075104045648377,1.4299075717749674,True,0
measurement_noise_0.850,measurement_noise,83,20,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.25,0.15,0.75,0.0,0.2,0.22,0.8,0.06,0.4425640150607437,0.009333032086856626,0.0025501354609878124,0.9075104045648377,1.4299075717749674,True,0
measurement_noise_0.850,measurement_noise,84,5,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.4,0.0,0.6,0.0,0.2,0.22,0.8,0.06,0.27981456710249025,0.007135419731747603,0.016312144827679065,0.890647322625437,0.9038329266888391,True,0
measurement_noise_0.850,measurement_noise,84,5,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.4,0.0,0.6,0.0,0.2,0.22,0.8,0.06,0.28154772548710233,0.00706437872489517,0.01598486797374632,0.8902190025874677,0.8973414775733243,True,0
measurement_noise_0.850,measurement_noise,84,5,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.4,0.0,0.6,0.0,0.2,0.22,0.8,0.06,0.28154772548710233,0.00706437872489517,0.01598486797374632,0.8902190025874677,0.8973414775733243,True,0
measurement_noise_0.850,measurement_noise,84,10,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.3,0.1,0.7,0.1,0.2,0.22,0.8,0.06,0.27981456710249025,0.007135419731747603,0.016312144827679065,0.890647322625437,0.9038329266888391,True,0
measurement_noise_0.850,measurement_noise,84,10,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.3,0.1,0.7,0.1,0.2,0.22,0.8,0.06,0.28154772548710233,0.00706437872489517,0.01598486797374632,0.8902190025874677,0.8973414775733243,True,0
measurement_noise_0.850,measurement_noise,84,10,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.3,0.1,0.7,0.1,0.2,0.22,0.8,0.06,0.28154772548710233,0.00706437872489517,0.01598486797374632,0.8902190025874677,0.8973414775733243,True,0
measurement_noise_0.850,measurement_noise,84,20,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.25,0.2,0.75,0.05,0.2,0.22,0.8,0.06,0.27981456710249025,0.007135419731747603,0.016312144827679065,0.890647322625437,0.9038329266888391,True,0
measurement_noise_0.850,measurement_noise,84,20,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.25,0.2,0.75,0.05,0.2,0.22,0.8,0.06,0.28154772548710233,0.00706437872489517,0.01598486797374632,0.8902190025874677,0.8973414775733243,True,0
measurement_noise_0.850,measurement_noise,84,20,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.25,0.2,0.75,0.05,0.2,0.22,0.8,0.06,0.28154772548710233,0.00706437872489517,0.01598486797374632,0.8902190025874677,0.8973414775733243,True,0
measurement_noise_0.850,measurement_noise,85,5,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.0,0.0,1.0,0.0,0.2,0.22,0.8,0.06,0.2875368014088093,0.006636211591201963,0.004785482809267494,0.8317902174745192,0.8692159094019839,True,0
measurement_noise_0.850,measurement_noise,85,5,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.0,0.0,1.0,0.0,0.2,0.22,0.8,0.06,0.2887629498390088,0.006547292129735992,0.004536551999732352,0.8306545013792722,0.8610362486856644,True,0
measurement_noise_0.850,measurement_noise,85,5,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.0,0.0,1.0,0.0,0.2,0.22,0.8,0.06,0.2887629498390088,0.006547292129735992,0.004536551999732352,0.8306545013792722,0.8610362486856644,True,0
measurement_noise_0.850,measurement_noise,85,10,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.1,0.1,0.9,0.0,0.2,0.22,0.8,0.06,0.2875368014088093,0.006636211591201963,0.004785482809267494,0.8317902174745192,0.8692159094019839,True,0
measurement_noise_0.850,measurement_noise,85,10,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.1,0.1,0.9,0.0,0.2,0.22,0.8,0.06,0.2887629498390088,0.006547292129735992,0.004536551999732352,0.8306545013792722,0.8610362486856644,True,0
measurement_noise_0.850,measurement_noise,85,10,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.1,0.1,0.9,0.0,0.2,0.22,0.8,0.06,0.2887629498390088,0.006547292129735992,0.004536551999732352,0.8306545013792722,0.8610362486856644,True,0
measurement_noise_0.850,measurement_noise,85,20,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.2,0.25,0.8,0.1,0.2,0.22,0.8,0.06,0.2875368014088093,0.006636211591201963,0.004785482809267494,0.8317902174745192,0.8692159094019839,True,0
measurement_noise_0.850,measurement_noise,85,20,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.25,0.8,0.1,0.2,0.22,0.8,0.06,0.2887629498390088,0.006547292129735992,0.004536551999732352,0.8306545013792722,0.8610362486856644,True,0
measurement_noise_0.850,measurement_noise,85,20,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.25,0.8,0.1,0.2,0.22,0.8,0.06,0.2887629498390088,0.006547292129735992,0.004536551999732352,0.8306545013792722,0.8610362486856644,True,0
measurement_noise_0.850,measurement_noise,86,5,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.0,0.0,1.0,0.0,0.2,0.22,0.8,0.06,0.4718858487268927,0.008899503492210095,0.0031412944232879214,0.8200206361155628,0.8799891328036847,True,0
measurement_noise_0.850,measurement_noise,86,5,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.0,0.0,1.0,0.0,0.2,0.22,0.8,0.06,0.4714621507720554,0.008825087047775826,0.0030737332904121617,0.818349333019037,0.8721560102381873,True,0
measurement_noise_0.850,measurement_noise,86,5,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.0,0.0,1.0,0.0,0.2,0.22,0.8,0.06,0.4714621507720554,0.008825087047775826,0.0030737332904121617,0.818349333019037,0.8721560102381873,True,0
measurement_noise_0.850,measurement_noise,86,10,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.1,0.2,0.9,0.0,0.2,0.22,0.8,0.06,0.4718858487268927,0.008899503492210095,0.0031412944232879214,0.8200206361155628,0.8799891328036847,True,0
measurement_noise_0.850,measurement_noise,86,10,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.1,0.2,0.9,0.0,0.2,0.22,0.8,0.06,0.4714621507720554,0.008825087047775826,0.0030737332904121617,0.818349333019037,0.8721560102381873,True,0
measurement_noise_0.850,measurement_noise,86,10,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.1,0.2,0.9,0.0,0.2,0.22,0.8,0.06,0.4714621507720554,0.008825087047775826,0.0030737332904121617,0.818349333019037,0.8721560102381873,True,0
measurement_noise_0.850,measurement_noise,86,20,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.15,0.2,0.85,0.05,0.2,0.22,0.8,0.06,0.4718858487268927,0.008899503492210095,0.0031412944232879214,0.8200206361155628,0.8799891328036847,True,0
measurement_noise_0.850,measurement_noise,86,20,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.15,0.2,0.85,0.05,0.2,0.22,0.8,0.06,0.4714621507720554,0.008825087047775826,0.0030737332904121617,0.818349333019037,0.8721560102381873,True,0
measurement_noise_0.850,measurement_noise,86,20,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.15,0.2,0.85,0.05,0.2,0.22,0.8,0.06,0.4714621507720554,0.008825087047775826,0.0030737332904121617,0.818349333019037,0.8721560102381873,True,0
measurement_noise_0.850,measurement_noise,87,5,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.6,0.0,0.4,0.0,0.2,0.22,0.8,0.06,0.3947565081281027,0.0074123381766747895,0.0008118993937822339,0.9733286240799769,1.1064861449140673,True,0
measurement_noise_0.850,measurement_noise,87,5,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.6,0.0,0.4,0.0,0.2,0.22,0.8,0.06,0.3985531610914524,0.007395001328734279,0.0008158647198783786,0.9753753975237783,1.0984623761589638,True,0
measurement_noise_0.850,measurement_noise,87,5,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.6,0.0,0.4,0.0,0.2,0.22,0.8,0.06,0.3985531610914524,0.007395001328734279,0.0008158647198783786,0.9753753975237783,1.0984623761589638,True,0
measurement_noise_0.850,measurement_noise,87,10,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.3,0.2,0.7,0.1,0.2,0.22,0.8,0.06,0.3947565081281027,0.0074123381766747895,0.0008118993937822339,0.9733286240799769,1.1064861449140673,True,0
measurement_noise_0.850,measurement_noise,87,10,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.3,0.2,0.7,0.1,0.2,0.22,0.8,0.06,0.3985531610914524,0.007395001328734279,0.0008158647198783786,0.9753753975237783,1.0984623761589638,True,0
measurement_noise_0.850,measurement_noise,87,10,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.3,0.2,0.7,0.1,0.2,0.22,0.8,0.06,0.3985531610914524,0.007395001328734279,0.0008158647198783786,0.9753753975237783,1.0984623761589638,True,0
measurement_noise_0.850,measurement_noise,87,20,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.2,0.15,0.8,0.05,0.2,0.22,0.8,0.06,0.3947565081281027,0.0074123381766747895,0.0008118993937822339,0.9733286240799769,1.1064861449140673,True,0
measurement_noise_0.850,measurement_noise,87,20,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.15,0.8,0.05,0.2,0.22,0.8,0.06,0.3985531610914524,0.007395001328734279,0.0008158647198783786,0.9753753975237783,1.0984623761589638,True,0
measurement_noise_0.850,measurement_noise,87,20,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.15,0.8,0.05,0.2,0.22,0.8,0.06,0.3985531610914524,0.007395001328734279,0.0008158647198783786,0.9753753975237783,1.0984623761589638,True,0
measurement_noise_0.850,measurement_noise,88,5,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.2,0.0,0.8,0.0,0.2,0.22,0.8,0.06,0.2676591757781196,0.007791910965800759,0.01573133007452021,0.8476126370946756,1.001205446484351,True,0
measurement_noise_0.850,measurement_noise,88,5,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.0,0.8,0.0,0.2,0.22,0.8,0.06,0.2757283474696851,0.0077568261405010445,0.015562677721976725,0.8463879429909416,0.9912667625144133,True,0
measurement_noise_0.850,measurement_noise,88,5,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.0,0.8,0.0,0.2,0.22,0.8,0.06,0.2757283474696851,0.0077568261405010445,0.015562677721976725,0.8463879429909416,0.9912667625144133,True,0
measurement_noise_0.850,measurement_noise,88,10,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.2,0.1,0.8,0.0,0.2,0.22,0.8,0.06,0.2676591757781196,0.007791910965800759,0.01573133007452021,0.8476126370946756,1.001205446484351,True,0
measurement_noise_0.850,measurement_noise,88,10,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.1,0.8,0.0,0.2,0.22,0.8,0.06,0.2757283474696851,0.0077568261405010445,0.015562677721976725,0.8463879429909416,0.9912667625144133,True,0
measurement_noise_0.850,measurement_noise,88,10,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.1,0.8,0.0,0.2,0.22,0.8,0.06,0.2757283474696851,0.0077568261405010445,0.015562677721976725,0.8463879429909416,0.9912667625144133,True,0
measurement_noise_0.850,measurement_noise,88,20,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.1,0.1,0.9,0.0,0.2,0.22,0.8,0.06,0.2676591757781196,0.007791910965800759,0.01573133007452021,0.8476126370946756,1.001205446484351,True,0
measurement_noise_0.850,measurement_noise,88,20,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.1,0.1,0.9,0.0,0.2,0.22,0.8,0.06,0.2757283474696851,0.0077568261405010445,0.015562677721976725,0.8463879429909416,0.9912667625144133,True,0
measurement_noise_0.850,measurement_noise,88,20,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.1,0.1,0.9,0.0,0.2,0.22,0.8,0.06,0.2757283474696851,0.0077568261405010445,0.015562677721976725,0.8463879429909416,0.9912667625144133,True,0
measurement_noise_0.850,measurement_noise,89,5,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.2,0.0,0.8,0.0,0.2,0.22,0.8,0.06,0.3355092187195894,0.007545883901871802,0.02594544186098724,0.8287413008970369,0.9231427147937652,True,0
measurement_noise_0.850,measurement_noise,89,5,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.0,0.8,0.0,0.2,0.22,0.8,0.06,0.337910775694368,0.007497663255708049,0.025734204865061616,0.8268843405152642,0.9173155978313319,True,0
measurement_noise_0.850,measurement_noise,89,5,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.2,0.0,0.8,0.0,0.2,0.22,0.8,0.06,0.337910775694368,0.007497663255708049,0.025734204865061616,0.8268843405152642,0.9173155978313319,True,0
measurement_noise_0.850,measurement_noise,89,10,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.1,0.1,0.9,0.0,0.2,0.22,0.8,0.06,0.3355092187195894,0.007545883901871802,0.02594544186098724,0.8287413008970369,0.9231427147937652,True,0
measurement_noise_0.850,measurement_noise,89,10,reference_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.1,0.1,0.9,0.0,0.2,0.22,0.8,0.06,0.337910775694368,0.007497663255708049,0.025734204865061616,0.8268843405152642,0.9173155978313319,True,0
measurement_noise_0.850,measurement_noise,89,10,inferred_failure_aware,coverage_wait,coverage_wait,True,1.0,1.1,False,False,0.1,0.1,0.9,0.0,0.2,0.22,0.8,0.06,0.337910775694368,0.007497663255708049,0.025734204865061616,0.8268843405152642,0.9173155978313319,True,0
measurement_noise_0.850,measurement_noise,89,20,baseline,normal,coverage_wait,False,1.0,1.0,True,True,0.2,0.2,0.8,0.05,0.2,0.22,0.8,0.06,0.3355092187195894,0.007545883901871802,0.02594544186098724,0.8287413008970369,0.9231427147937652,True,0
