rule,train_rows,test_rows,test_unsafe,test_prevalence,source_threshold,frozen_source_coverage,target_quantile_threshold,roc_auc,unsafe_recall,safe_specificity,unsafe_precision,negative_predictive_value,alert_coverage,balanced_accuracy,criterion_recall_ge_0_75,criterion_npv_ge_0_90,criterion_coverage_within_0_01,all_primary_criteria_pass,unsafe_recall_cluster_ci_2_5,unsafe_recall_cluster_ci_97_5,negative_predictive_value_cluster_ci_2_5,negative_predictive_value_cluster_ci_97_5,balanced_accuracy_cluster_ci_2_5,balanced_accuracy_cluster_ci_97_5
unlabeled_fixed_coverage,7881,8763,1328,0.15154627410704097,0.6128614151040749,0.3901789113056719,0.27880027510824495,0.8075135106667423,0.8147590361445783,0.6856758574310693,0.31646680315881837,0.9539670658682635,0.39016318612347367,0.7502174467878238,1,1,1,1,0.7911641399546525,0.8399031285390147,0.944720607698686,0.9628594368636952,0.7395581704771974,0.7617914999916233
