contexts,mean_safe_action_recall,mean_safe_action_precision,responsive_action_retained_count,responsive_action_retention_fraction,responsive_action_excluded_count,responsive_action_exclusion_fraction,gate_failure_count,gate_failure_fraction,selection_failure_count,selection_failure_fraction,correct_responsive_selection_count,correct_responsive_selection_fraction,missed_safe_action_exclusion_contexts,missed_safe_action_exclusion_fraction,missed_safe_action_count,false_safe_action_inclusion_contexts,false_safe_action_inclusion_fraction,false_safe_action_count,mean_false_safe_action_regret,max_false_safe_action_regret,predicted_singleton_true_multi_count,predicted_singleton_true_multi_fraction,predicted_multi_true_multi_count,predicted_multi_true_multi_fraction,responsive_absent_but_lower_action_exists,responsive_absent_but_lower_action_exists_fraction
75,0.8,0.9688888888888889,47,0.6266666666666667,28,0.37333333333333335,28,0.37333333333333335,1,0.013333333333333334,46,0.6133333333333333,28,0.37333333333333335,29,3,0.04,3,0.04439742555396251,0.09518820021482474,25,0.3333333333333333,20,0.26666666666666666,27,0.36
