target_rows,target_contexts,target_exclusion_count,clean_unsafe_selected,poison_unsafe_selected,clean_total_regret,poison_total_regret,clean_auc,poison_auc,clean_ap,poison_ap,topn_jaccard,both_excluded,clean_only_excluded,poison_only_excluded,clean_only_unsafe_prevalence,poison_only_unsafe_prevalence,changed_contexts,mean_poison_minus_clean_regret_on_changed,transition_same,transition_safe_to_unsafe,transition_unsafe_to_safe,transition_unsafe_to_unsafe,transition_safe_to_safe_changed,apparent_poisoning_benefit_replicated,replication_classification
6990,2330,2727,371,346,16.16031614057451,15.206881622947837,0.7636854653282513,0.7655199623312886,0.4411805905597933,0.4436553713568865,0.9123422159887798,2602,125,125,0.152,0.128,189,-0.005044627077389813,2141,12,37,7,133,1,replicated
